"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","block_id","shape_id","wheelchair_accessible","bikes_allowed"
"2335-GR","2335-W","2335-9483ccff6f69e2de71ec","KMC Clinic","","","","","",""
"2335-GR","2335-W","2335-a59bb38f57c23eb4e48b","KMC Clinic","","","","","",""
"2335-GR","2335-W","2335-4d605515a46a84e35e08","KMC Clinic","","","","","",""
"2335-GYR","2335-D","2335-2a2ebc921e206e41e708","Building 18","","","","","",""
"2335-GYR","2335-D","2335-c2a08bf0860b33eaa8d1","Building 18","","","","","",""
"2335-GYR","2335-D","2335-fba5de9d15b156e829f2","Building 18","","","","","",""
"2335-GYR","2335-D","2335-27283548e6298916b726","Building 18","","","","","",""
"2335-GYR","2335-D","2335-9fd23dad9a65cbf65cf6","Building 18","","","","","",""
"2335-GYR","2335-D","2335-fd8f099288ca28038a15","Building 18","","","","","",""
"2335-GYR","2335-D","2335-4bf86ea588c75245dd0a","Building 18","","","","","",""
"2335-GYR","2335-D","2335-5ad5057293726c59db46","Building 18","","","","","",""
"2335-GYR","2335-D","2335-212bb2c57326fefc109f","Building 18","","","","","",""
"2335-GYR","2335-D","2335-093592690fed9e283586","Building 18","","","","","",""
"2335-GYR","2335-D","2335-b6456f29a22465052151","Building 18","","","","","",""
"2335-GYR","2335-D","2335-15dbae3336cd2bb133c1","Building 18","","","","","",""
"2335-GYR","2335-D","2335-e9153ed77b0f15810149","Building 18","","","","","",""
"2335-GYR","2335-D","2335-d086376208e6fe5980f5","Building 18","","","","","",""
"2335-GYR","2335-D","2335-a1ec7c873cfff7612a37","Building 18","","","","","",""
"2335-GYR","2335-D","2335-4a166d7ff7e04d5730fa","Building 18","","","","","",""
"2335-GYR","2335-D","2335-b380e9bb5e03b6f9fa32","Building 18","","","","","",""
"2335-GYR","2335-D","2335-e64aea439cba7b73da4e","Building 18","","","","","",""
"2335-GYR","2335-D","2335-8572fd7753a95fa0823e","Building 18","","","","","",""
"2335-GYR","2335-D","2335-0881df2cc86d7166758a","Building 18","","","","","",""
"2335-GYR","2335-D","2335-342223544ca8ff3f6e72","Building 18","","","","","",""
"2335-GYR","2335-D","2335-ff5f94e2ad038c871cb3","Building 18","","","","","",""
"2335-GYR","2335-D","2335-78e009b363630515e867","Building 18","","","","","",""
"2335-GYR","2335-D","2335-ca0146f9f0c941171c4b","Building 18","","","","","",""
"2335-GYR","2335-D","2335-ad6eac266fb9ebd74d2a","Building 18","","","","","",""
"2335-GYR","2335-D","2335-a65e5dcabbd611d8865e","G 3831","","","","","",""
"2335-GYR","2335-D","2335-84b9c83a0c31a76dd147","G 3831","","","","","",""
"2335-GYR","2335-D","2335-cfa3553ef12e355818e4","G 3831","","","","","",""
"2335-GYR","2335-D","2335-06edccc848e3301886e7","G 3831","","","","","",""
"2335-GYR","2335-D","2335-58bc83b4ff5020245955","G 3831","","","","","",""
"2335-GYR","2335-D","2335-5a3c628e3b0d5edd984d","G 3831","","","","","",""
"2335-GYR","2335-D","2335-5d370cd5b9c692c64cfe","G 3831","","","","","",""
"2335-GYR","2335-D","2335-415604c8aa6872dc9984","G 3831","","","","","",""
"2335-GYR","2335-D","2335-a07b96b5433b9da6b2ed","G 3831","","","","","",""
"2335-GYR","2335-D","2335-5c2e2bc7ceade5abf8b2","G 3831","","","","","",""
"2335-GYR","2335-D","2335-23366967f1d883fef6a7","G 3831","","","","","",""
"2335-GYR","2335-D","2335-2487bda97834ed2e615c","G 3831","","","","","",""
"2335-GYR","2335-D","2335-9daca05ac32d95a97ae9","G 3831","","","","","",""
"2335-GYR","2335-D","2335-6f27e1fccc89519e94eb","G 3831","","","","","",""
"2335-GYR","2335-D","2335-fd80a80dc53c645f14eb","G 3831","","","","","",""
"2335-GYR","2335-D","2335-c7ae83c0a0f57ef0e426","G 3831","","","","","",""
"2335-GYR","2335-D","2335-37f209c6fd6937fa108f","G 3831","","","","","",""
"2335-GYR","2335-D","2335-55ba37dbd9bb20510924","G 3831","","","","","",""
"2335-GYR","2335-W","2335-91b31f5799216f06cf17","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-d1d90741131cd59b83dd","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-1ffa4550c0519e7cfc40","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-765032b0cf7e3a2a6976","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-114873fb2aedca20df88","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-23dc62740f1f6ee51e39","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-a62e2fd06f19e3f0985d","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-66b9a4c8e424aa1b19d2","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-aa5d01652e011263600e","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-1f4ccf171027a8a7652e","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-a40de12730ac64b3c887","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-22a6ed3c42275c90fa85","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-b3eb91cea0ae87604f87","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-43e279ca0d43af66faea","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-838f4e546ef480d6bece","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-b24bf15aeb30cf1d0006","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-e6ee71813ff5b2e77545","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-7ca23e360f694b4b1ee4","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-d55288052b0e6817ec1b","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-bdc5933aa7db4451a802","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-ba6ea9e5f16c84bbab3e","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-ecce0adccf0add68f5cd","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-4a264311b69c9d9ca08e","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-4a156896ae79879cb57a","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-ef5cc931b58b55bfe1cd","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-930b8e7710a3ae0c61fd","G 3831","","","","","",""
"2335-GYR","2335-W","2335-b290b8d0e71802d7a0bc","G 3831","","","","","",""
"2335-GYR","2335-W","2335-421ec3d70aada6dd83d2","G 3831","","","","","",""
"2335-GYR","2335-W","2335-766133273b698038a5c3","G 3831","","","","","",""
"2335-GYR","2335-W","2335-17981bff3b8f3a0f9f89","G 3831","","","","","",""
"2335-GYR","2335-W","2335-a67d05ff5c5fadd624a3","G 3831","","","","","",""
"2335-GYR","2335-W","2335-13d7a4bf92412d112f24","G 3831","","","","","",""
"2335-GYR","2335-W","2335-223839de19868aa79486","G 3831","","","","","",""
"2335-GYR","2335-W","2335-3cd3e53af558dd56ebfe","G 3831","","","","","",""
"2335-GYR","2335-W","2335-7c32ead2c6519c290fdf","G 3831","","","","","",""
"2335-GYR","2335-W","2335-4bab7299df4256ac2272","G 3831","","","","","",""
"2335-GYR","2335-W","2335-2942646c675fae8e473e","G 3831","","","","","",""
"2335-GYR","2335-W","2335-76e81b635d41a348aaa3","G 3831","","","","","",""
"2335-GYR","2335-W","2335-9b983bafeff2bf23042a","G 3831","","","","","",""
"2335-GYR","2335-W","2335-b9d22ada381652285cc7","G 3831","","","","","",""
"2335-GYR","2335-W","2335-c02bc054becbf1e6df54","G 3831","","","","","",""
"2335-GYR","2335-W","2335-eb0a427c46d464fae360","G 3831","","","","","",""
"2335-GYR","2335-W","2335-1922494910987446ba7e","G 3831","","","","","",""
"2335-GYR","2335-D","2335-af4723e3f7c17bee0953","Building 18","","","","","",""
"2335-GYR","2335-D","2335-3419daeff76460500785","Building 18","","","","","",""
"2335-GYR","2335-D","2335-14be8179eebf00c3964c","Building 18","","","","","",""
"2335-GYR","2335-D","2335-87ebc0f855782a5bbe84","Building 18","","","","","",""
"2335-GYR","2335-D","2335-bb1a806f22170182fc91","Building 18","","","","","",""
"2335-GYR","2335-D","2335-1bb8213d39529870b15c","Building 18","","","","","",""
"2335-GYR","2335-D","2335-89a59879450351465952","Building 18","","","","","",""
"2335-GYR","2335-D","2335-807d9af6a209f26cf67b","Building 18","","","","","",""
"2335-GYR","2335-D","2335-503eef9b035799187c0f","Building 18","","","","","",""
"2335-GYR","2335-D","2335-48c17cdc53bb8c29f928","Building 18","","","","","",""
"2335-GYR","2335-D","2335-b9c6aa8b780e9dbf8e57","Building 18","","","","","",""
"2335-GYR","2335-D","2335-e6de2acb70b13c7a2aab","Building 18","","","","","",""
"2335-GYR","2335-D","2335-bfea223f84f058e9915a","Building 18","","","","","",""
"2335-GYR","2335-D","2335-cb955f9823bf95dc5c3c","Building 18","","","","","",""
"2335-GYR","2335-D","2335-9af538f01196f9b7b79d","Building 18","","","","","",""
"2335-GYR","2335-D","2335-f15ad8bfceb7051be2f6","Building 18","","","","","",""
"2335-GYR","2335-D","2335-1dc7a264178ef7f8c075","Building 18","","","","","",""
"2335-GYR","2335-D","2335-c55f31322101fb5e60d3","Building 18","","","","","",""
"2335-GYR","2335-D","2335-41ebdcf726b3e3a58b7c","Building 18","","","","","",""
"2335-GYR","2335-D","2335-b37277a1b6f19e2527c0","Building 18","","","","","",""
"2335-GYR","2335-D","2335-9f75609bc4d9cc0fae0b","Building 18","","","","","",""
"2335-GYR","2335-D","2335-503768b1cfb0ad1b3f52","Building 18","","","","","",""
"2335-GYR","2335-D","2335-78e8dbe3a9adf4617ad8","Building 18","","","","","",""
"2335-GYR","2335-D","2335-e389fbd2b4e8afb5355b","Building 18","","","","","",""
"2335-GYR","2335-W","2335-d0f59f2efb9636e90ec3","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-7dcde24ff9b8553883aa","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-0c42375f6b032c39c0ce","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-2b32a8582b33499a498b","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-3f20885a243fab165146","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-051a4a4b722676fb90b6","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-783f14bf4b44ea1d3a0b","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-1835cb25ec50720c4342","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-911d35fc9da7c300390b","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-a4194cf33c384f20e79c","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-5ef18442cf90ef0f489c","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-ce7ea241f5d79d708c4d","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-53fe000d311c5a81e784","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-f3f387e1e9fffaaf4909","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-cc604c0ac7ecfe0f216c","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-fb0a3016a58c45213315","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-8d982c69a9e64e17d591","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-bca02de1176f2f812b6b","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-a4a1af5cbe6d16af9514","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-02c410961f5a53e17eee","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-ebea0fc3996b94ac2eba","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-e162a52f91c5f2939c91","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-55433060ba35eb900c2f","KMC Clinic","","","","","",""
"2335-GYR","2335-W","2335-d986f0a2bf95749dd1c0","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-28eeb31a49ee57cd3bb7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-25e93ec58aa7659466bf","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-83242e3aceedd4000cca","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-a6fba8ceeb593a76e9f8","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-04c47f70366f5f24c4e0","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-6129ecf9940cf4f317cc","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-650a6d095129acf15a39","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-8f00a97201375d3e78e7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-a46bc2640073503850b7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-97826a5352ea5c1993eb","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-15a445ac839acf5e39f4","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-2085e44a49960d26783e","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-ceaec28f22594ef39437","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-dc33bea98c9e762767ea","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-77ededa6b214eab0b3c7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-dbf3a824f6ea300460bd","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-d34447ad3ab708b366bb","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-311e700fb76bcd1e9767","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-06f5fee2fdbe24afc7c4","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-1b2271027ae69d6c0668","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-7311e1f7ab5b6d54af7f","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-0fd8a4578405026e4bfe","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-9083ddf05fda34ed00e7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-4eabcc5cdfded205dc91","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-05ff49292cadcf944113","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-8cb056f90c049fc0a2d0","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-ebfded2f9f2e8914dcb3","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-7daca29e5bb264198e80","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-54e44de8e6956efeaede","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-1c6971128c05116a6dd7","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-32181ab9a362b3e6a5b4","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-655fb6098cba8e824102","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-f8a97c34e2760e39a743","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-d66cec0d8274ec36b407","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-3ee2ee176a9f2c23d852","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-06507c311937276770d1","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-1ec7f80ce6c8f268c664","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-28f33cc1fb7a6120e620","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-d495983db7734cf13679","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-fdef98408fa08d904ced","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-c904ddd9df39e76c54a6","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-08d0941e5a8a7dce13fb","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-0ca865489a8ff91c1178","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-beb848e9b080fd305e4a","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-c48cbcd6fb14846d6173","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-2c78e60fd9a6aae589f9","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-7d7e638a9a02e2ed043e","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-c8ebfcb025633e667ef0","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-46e68934240496fbb1a3","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-20e18afd6aa526321418","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-4dc1e908d3037a902135","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-206d70671fdf1d6a5cdc","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-5a2b9154eb4d532d62cc","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-7feceee9a8848791861c","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-c9a0efccf64ea5963c8f","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-012a2cc36e6aec2f4b5d","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-0ebf6bbee52a9a60d457","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-5d95591aa9e59271a634","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-544539fee2b00f2c91c1","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-3d04f38ca4f398e02bfa","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-269248762b5def534aa4","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-4d2f3ad8937de0cb5c6f","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-486aeac79d06b53c0b0c","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-d6a86c5f4072f1d17907","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-ac27f5ec6030c149c365","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-93ab1ff9a0cd87f973e5","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-9653a98957f145eda4ff","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-0e90db2f185f3215e163","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-ad917366a9d7a71b06f7","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-7c37500015969e1aa07d","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-0df6e16089ddce78e8eb","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-2cb98e9c9e3efd5763a8","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-1ac5c0a3bbb005325446","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-f4be1ee0a826f6f312fe","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-faefa08186931a7c8299","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-64d08f7fa69f23cad386","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-d8d516304376e2023580","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-0e8d6b77d23e8c1fa66e","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-791a3047f59a3adf9c33","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-bc3bc8383134e3d45ceb","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-d0810092a479c0b6edd8","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-ca93d69ccee1c9827312","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-52b3b9d503208fafc742","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-e637344908334050cc90","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-4392d89c1a648b7b587f","Kaust Inn","","","","","",""
"2335-OR","2335-W","2335-1dfe0a8ccdf85de98569","Kaust Inn","","","","","",""
"2335-OR","2335-D","2335-1ba06e9451b4b9a0ddec","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-414975688feee3d0b7b7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-4bcea96e841349c75ef9","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-f22656b3d1839feaf6cd","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-77f84d784abd47446f1f","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-f66ccb40dba28cc4e873","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-4830cd068184f66b5b34","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-17c50f871c4a84507083","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-71653d4e73dd9d34439e","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-28eb5b0ee1362b652970","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-cfbd371f4e41e4f0edc5","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-a90561b8939dac38fabf","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-204428703546d34683aa","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-56d8465172fe0a94e935","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-b14ce7c8c1157383dffa","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-c2d079fc55b567a2ccdf","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-d28a4a27acc908289d49","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-e098518ac3f9c6f02ed7","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-d23136a0a7fb8d12694b","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-d8f1d1266ae553693a01","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-24b3f92f18a30a2eef06","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-1fda3322f31944ba2815","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-391ac825e076107e6bd0","KMC Clinic","","","","","",""
"2335-OR","2335-D","2335-767a02533f4031d22322","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-a6e90ff9c54ddb58a9c7","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-e478db781975e0184904","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-580f156bf5e2dfb5f599","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-a2a0d64433316696005a","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-9af51015165b5887aedb","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-c33d8e89963e92947d0b","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-38eb2b99cae467c5a3ef","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-802fa23cf487ca8fb341","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-3968b0bb87f024a90201","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-c07819abac4dc130bbcb","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-d30264d3b8f68742042c","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-d6ec9d4e137060b94785","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-959297ceeafe71d9c723","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-e6b9efa5a0b4ef2d3961","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-aa24c37fc68a4df6270b","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-da70c6645c40739b77a9","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-02a654be3baa8a2d269a","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-3d0ad0127b0370e324fb","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-3bb5f0eee1fc1b618c5a","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-7137c1ffa3535eb4c756","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-9d2c38a025e8cd5eb06e","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-373f30b84c0ffac2adaf","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-6290eaea8089ae00492f","KMC Clinic","","","","","",""
"2335-OR","2335-W","2335-05082fc77f59bbece863","KMC Clinic","","","","","",""
"2335-PR","2335-D","2335-065fc6bb706edccc12e4","Building 18","","","","","",""
"2335-PR","2335-D","2335-ae3b4fe9d0c1044c2bb3","Building 18","","","","","",""
"2335-PR","2335-D","2335-61927d7559b5ca61f418","Building 18","","","","","",""
"2335-PR","2335-D","2335-ab716f1caad7d79bf739","Building 18","","","","","",""
"2335-PR","2335-D","2335-7e9c004ec5f3db1594fb","Building 18","","","","","",""
"2335-PR","2335-D","2335-ebb2a3778c20ffec42c2","Building 18","","","","","",""
"2335-PR","2335-D","2335-7b6233d2d1c4d5d81f8b","Building 18","","","","","",""
"2335-PR","2335-D","2335-1f09fe8d80c286be3538","Building 18","","","","","",""
"2335-PR","2335-D","2335-5bef81d876f2cdd84e4d","Building 18","","","","","",""
"2335-PR","2335-D","2335-404a68ca5c2fd1b68acf","Building 18","","","","","",""
"2335-PR","2335-D","2335-7b6e5dc4efc072bd16e1","Building 18","","","","","",""
"2335-PR","2335-D","2335-5e312e6f7183cab27110","Building 18","","","","","",""
"2335-PR","2335-D","2335-4d624f4e97b3bac7beed","Building 18","","","","","",""
"2335-PR","2335-D","2335-5bbe998d6e3841dd17f0","Building 18","","","","","",""
"2335-PR","2335-D","2335-3a756a8ff4e200cb0d61","Building 18","","","","","",""
"2335-PR","2335-D","2335-8dcbe6e09d761028252d","Building 18","","","","","",""
"2335-PR","2335-D","2335-37a019337a943d57e84d","Building 18","","","","","",""
"2335-PR","2335-D","2335-93d78288f1ba4ac29b8d","Building 18","","","","","",""
"2335-PR","2335-D","2335-f00e6557b67a899fe97f","Building 18","","","","","",""
"2335-PR","2335-D","2335-7a163023d5305bd42957","Building 18","","","","","",""
"2335-PR","2335-D","2335-10aa6e1f7d322ffeb024","Building 18","","","","","",""
"2335-PR","2335-D","2335-b1cac4ca848e35ecc6a8","Building 18","","","","","",""
"2335-PR","2335-D","2335-0d41115eb8ecddfcc05b","Building 18","","","","","",""
"2335-PR","2335-D","2335-62803f908a6f7e72789b","Building 18","","","","","",""
"2335-PR","2335-D","2335-73f941fea7e9b5399447","Building 18","","","","","",""
"2335-PR","2335-D","2335-05467c56c4a643f61e1c","G 3106","","","","","",""
"2335-PR","2335-D","2335-90c4d1e05457c57742e0","G 3106","","","","","",""
"2335-PR","2335-D","2335-3f2f4eac06086241bd68","G 3106","","","","","",""
"2335-PR","2335-D","2335-3af8e7439633baf3572f","G 3106","","","","","",""
"2335-PR","2335-D","2335-0c46e5cb16104d754d03","G 3106","","","","","",""
"2335-PR","2335-D","2335-551cae69a9d7b5ec65f5","G 3106","","","","","",""
"2335-PR","2335-D","2335-486ed79538c20f5af983","G 3106","","","","","",""
"2335-PR","2335-D","2335-e1e2fa90b9b8f6c6ea82","G 3106","","","","","",""
"2335-PR","2335-D","2335-493062b6dbd7036e4ff7","G 3106","","","","","",""
"2335-PR","2335-D","2335-29a1cd4a56714d67d14b","G 3106","","","","","",""
"2335-PR","2335-D","2335-78d2b943168e97e545a2","G 3106","","","","","",""
"2335-PR","2335-D","2335-fabf4df52a11e953267b","G 3106","","","","","",""
"2335-PR","2335-D","2335-91d6a8b23db4b0ed8879","G 3106","","","","","",""
"2335-PR","2335-D","2335-68d193bfcb570ad529c3","G 3106","","","","","",""
"2335-PR","2335-D","2335-c40395f30bb565622956","G 3106","","","","","",""
"2335-PR","2335-D","2335-16f3772d75ba5d737261","G 3106","","","","","",""
"2335-PR","2335-D","2335-6ac68b63840c6566ef18","G 3106","","","","","",""
"2335-PR","2335-W","2335-073a6ec57f4a8fcec6d3","KMC Clinic","","","","","",""
"2335-PR","2335-W","2335-59dfea7424f2c9d20f06","KMC Clinic","","","","","",""
"2335-PR","2335-W","2335-bafd05f2c8512765d1da","KMC Clinic","","","","","",""
"2335-PR","2335-W","2335-17eeb3572ccdd4a43ff7","KMC Clinic","","","","","",""
"2335-PR","2335-W","2335-f11b9b18a26b1e46e745","KMC Clinic","","","","","",""
"2335-PR","2335-W","2335-ecf74f2fc9fb99011291","KMC Clinic","","","","","",""
